transaction_id,customer_id,product_id,date,country,quantity,unit_price_usd,total_usd
TX_00029,Client_923,Product_029,2024-11-01 14:05:07,United States,2,10,20
TX_00030,Client_832,Product_008,2024-11-05 13:06:53,Costa Rica,1,10,10
TX_00031,Client_770,Product_042,2024-07-28 01:52:52,Mexico,1,100,100
TX_00032,Client_621,Product_031,2024-03-22 19:22:52,United States,3,75,225
TX_00033,Client_768,Product_026,2024-05-18 00:11:42,Mexico,4,50,200
TX_00034,Client_993,Product_018,2024-05-13 03:31:55,Mexico,3,100,300
TX_00035,Client_794,Product_018,2024-11-07 13:01:11,United States,1,100,100
TX_00036,Client_220,Product_007,2024-06-09 11:16:12,Costa Rica,1,25,25
TX_00037,Client_595,Product_048,2024-11-14 21:56:06,Panama,4,50,200
TX_00038,Client_107,Product_038,2024-03-16 08:33:44,Panama,3,10,30
TX_00039,Client_581,Product_048,2024-06-11 05:24:10,Mexico,4,100,400
TX_00040,Client_609,Product_016,2024-04-25 09:53:06,Mexico,1,50,50
TX_00041,Client_724,Product_033,2024-06-06 18:42:05,Mexico,1,25,25
TX_00042,Client_286,Product_003,2024-03-08 04:43:22,Costa Rica,4,75,300
TX_00043,Client_749,Product_038,2024-01-05 01:27:37,Mexico,3,50,150
TX_00044,Client_008,Product_004,2024-09-18 08:16:00,Mexico,2,10,20
TX_00045,Client_806,Product_036,2024-03-09 12:57:20,Mexico,4,100,400
TX_00046,Client_189,Product_004,2024-12-17 09:10:19,United States,1,75,75
TX_00047,Client_081,Product_042,2024-11-27 00:35:05,Panama,2,25,50
TX_00048,Client_108,Product_009,2024-03-24 17:05:16,Panama,4,10,40
TX_00049,Client_321,Product_040,2024-09-04 23:10:05,United States,2,75,150
TX_00050,Client_579,Product_017,2024-04-01 11:11:28,Costa Rica,4,25,100
TX_00051,Client_686,Product_017,2024-10-19 03:56:49,Costa Rica,1,10,10
TX_00052,Client_346,Product_033,2024-06-29 11:34:25,Costa Rica,4,100,400
TX_00053,Client_863,Product_020,2024-03-25 07:51:02,United States,2,25,50
TX_00054,Client_328,Product_014,2024-04-23 21:58:00,Panama,3,75,225
TX_00055,Client_555,Product_022,2024-10-11 15:36:23,Panama,1,10,10
TX_00056,Client_699,Product_027,2024-04-22 04:37:50,Mexico,1,50,50
TX_00057,Client_302,Product_043,2024-07-21 10:15:31,Panama,2,10,20
TX_00058,Client_200,Product_003,2024-10-22 15:36:01,Costa Rica,4,75,300
TX_00059,Client_893,Product_024,2024-04-26 07:27:14,Costa Rica,4,75,300
TX_00060,Client_419,Product_030,2024-10-19 12:09:29,Mexico,4,50,200
TX_00061,Client_039,Product_008,2024-12-21 17:49:24,Mexico,1,75,75
TX_00062,Client_732,Product_022,2024-06-01 12:34:16,Panama,1,10,10
TX_00063,Client_307,Product_025,2024-09-22 13:58:47,Mexico,2,25,50
TX_00064,Client_004,Product_010,2024-06-06 03:34:36,Mexico,4,10,40
TX_00065,Client_633,Product_049,2024-01-28 18:15:07,United States,4,75,300
TX_00066,Client_848,Product_029,2024-11-03 10:20:13,Panama,2,50,100
TX_00067,Client_077,Product_040,2024-04-29 05:49:06,Costa Rica,1,50,50
TX_00068,Client_468,Product_001,2024-12-02 11:36:08,United States,1,100,100
TX_00069,Client_179,Product_021,2024-11-15 01:22:17,Costa Rica,3,50,150
TX_00070,Client_645,Product_039,2024-03-22 09:11:14,Mexico,3,50,150
TX_00071,Client_823,Product_024,2024-02-18 04:55:05,Mexico,4,75,300
TX_00072,Client_741,Product_009,2024-03-16 01:29:15,Costa Rica,1,25,25
TX_00073,Client_276,Product_044,2024-04-18 01:45:49,United States,4,25,100
TX_00074,Client_152,Product_026,2024-01-10 08:09:11,United States,1,75,75
TX_00075,Client_164,Product_009,2024-11-20 17:43:11,United States,3,50,150
TX_00076,Client_290,Product_020,2024-03-01 12:45:07,Mexico,2,10,20
TX_00077,Client_378,Product_035,2024-05-10 12:43:47,Panama,1,25,25
TX_00078,Client_621,Product_036,2024-11-21 19:56:21,Mexico,3,75,225
TX_00079,Client_638,Product_042,2024-09-10 00:55:07,Costa Rica,3,10,30
TX_00080,Client_752,Product_036,2024-05-29 22:35:39,United States,1,50,50
TX_00081,Client_310,Product_009,2024-10-21 03:39:29,Panama,4,75,300
TX_00082,Client_930,Product_022,2024-06-20 15:39:18,United States,1,25,25
TX_00083,Client_979,Product_001,2024-09-17 20:07:32,Mexico,3,10,30
TX_00084,Client_913,Product_005,2024-12-26 17:48:25,Panama,1,10,10
TX_00085,Client_389,Product_009,2024-01-26 03:22:07,Panama,2,25,50
TX_00086,Client_857,Product_037,2024-10-16 07:38:45,Mexico,4,10,40
TX_00087,Client_658,Product_038,2024-02-19 05:56:10,United States,1,25,25
TX_00088,Client_764,Product_019,2024-09-28 04:48:13,United States,3,75,225
TX_00089,Client_183,Product_008,2024-11-03 02:09:09,United States,3,100,300
TX_00090,Client_821,Product_042,2024-07-09 18:27:09,Mexico,4,50,200
TX_00091,Client_306,Product_043,2024-09-19 04:15:09,Costa Rica,1,75,75
TX_00092,Client_072,Product_032,2024-05-27 06:49:47,Costa Rica,3,50,150
TX_00093,Client_219,Product_013,2024-12-12 14:01:33,United States,4,50,200
TX_00094,Client_719,Product_020,2024-06-30 16:19:38,Panama,2,25,50
TX_00095,Client_173,Product_036,2024-04-17 08:30:45,Costa Rica,4,100,400
TX_00096,Client_653,Product_043,2024-11-05 06:23:21,United States,1,50,50
TX_00097,Client_272,Product_044,2024-08-01 03:18:35,Costa Rica,1,50,50
TX_00098,Client_726,Product_037,2024-03-09 15:32:23,United States,3,75,225
TX_00099,Client_468,Product_030,2024-09-05 08:20:25,Costa Rica,2,100,200
TX_00100,Client_269,Product_010,2024-07-08 17:08:31,Costa Rica,1,100,100
TX_00101,Client_020,Product_031,2024-05-18 15:16:03,Panama,3,50,150
TX_00102,Client_578,Product_025,2024-04-02 03:38:01,Panama,4,100,400
TX_00103,Client_995,Product_029,2024-04-01 06:15:35,Costa Rica,4,75,300
TX_00104,Client_815,Product_024,2024-05-29 07:51:04,United States,1,25,25
TX_00105,Client_503,Product_039,2024-07-01 10:23:40,Panama,2,50,100
TX_00106,Client_147,Product_021,2024-08-17 17:35:24,Mexico,3,10,30
TX_00107,Client_429,Product_041,2024-05-02 19:04:51,Panama,1,50,50
TX_00108,Client_165,Product_009,2024-04-11 04:30:08,Costa Rica,3,50,150
TX_00109,Client_890,Product_042,2024-01-25 18:27:30,Costa Rica,4,25,100
TX_00110,Client_310,Product_042,2024-05-21 08:40:48,Mexico,3,10,30
TX_00111,Client_518,Product_002,2024-11-24 15:19:02,Panama,4,10,40
TX_00112,Client_014,Product_004,2024-03-20 01:29:31,Costa Rica,2,10,20
TX_00113,Client_132,Product_008,2024-11-28 09:22:08,Mexico,2,25,50
TX_00114,Client_854,Product_032,2024-02-09 13:04:58,Mexico,4,100,400
TX_00115,Client_755,Product_014,2024-07-30 18:54:43,United States,1,10,10
TX_00116,Client_439,Product_049,2024-01-05 04:18:36,Panama,4,100,400
TX_00117,Client_743,Product_013,2024-08-28 15:43:09,Panama,3,75,225
TX_00118,Client_740,Product_021,2024-03-06 22:22:08,Panama,3,25,75
TX_00119,Client_674,Product_024,2024-03-07 02:08:12,Costa Rica,3,100,300
TX_00120,Client_795,Product_018,2024-01-06 05:23:40,Mexico,1,10,10
TX_00121,Client_263,Product_045,2024-05-06 00:20:49,United States,2,10,20
TX_00122,Client_643,Product_040,2024-10-01 03:32:42,Panama,2,100,200
TX_00123,Client_943,Product_026,2024-01-10 12:29:50,United States,3,100,300
TX_00124,Client_225,Product_032,2024-07-18 14:23:41,United States,1,75,75
TX_00125,Client_258,Product_044,2024-12-24 04:54:56,Mexico,3,25,75
TX_00126,Client_234,Product_033,2024-07-26 18:23:24,Panama,2,50,100
TX_00127,Client_336,Product_031,2024-12-13 13:54:44,United States,4,75,300
TX_00128,Client_409,Product_018,2024-10-30 07:31:50,Panama,3,75,225
TX_00129,Client_828,Product_035,2024-01-14 03:34:05,Panama,3,75,225
TX_00130,Client_975,Product_012,2024-11-30 08:57:59,Panama,3,10,30
TX_00131,Client_024,Product_025,2024-05-22 04:39:41,United States,2,100,200
TX_00132,Client_271,Product_045,2024-04-01 01:44:14,Mexico,1,25,25
TX_00133,Client_095,Product_031,2024-04-11 05:55:48,Mexico,4,10,40
TX_00134,Client_142,Product_010,2024-08-06 18:27:16,United States,4,75,300
TX_00135,Client_694,Product_047,2024-06-19 15:45:00,Costa Rica,4,25,100
TX_00136,Client_718,Product_034,2024-05-22 20:33:56,Panama,3,10,30
TX_00137,Client_902,Product_003,2024-12-16 18:17:59,Panama,2,50,100
TX_00138,Client_974,Product_046,2024-10-12 22:57:37,Mexico,4,75,300
TX_00139,Client_081,Product_039,2024-01-29 17:44:17,United States,3,10,30
TX_00140,Client_274,Product_008,2024-12-26 13:32:14,United States,1,10,10
TX_00141,Client_276,Product_032,2024-01-10 06:58:37,Costa Rica,3,75,225
TX_00142,Client_883,Product_043,2024-11-30 21:52:59,Costa Rica,4,50,200
TX_00143,Client_958,Product_029,2024-04-09 14:43:03,Mexico,4,100,400
TX_00144,Client_465,Product_022,2024-11-17 13:54:07,Costa Rica,1,50,50
TX_00145,Client_208,Product_020,2024-03-01 23:03:36,Costa Rica,2,75,150
TX_00146,Client_296,Product_006,2024-09-11 01:03:22,United States,1,100,100
TX_00147,Client_039,Product_043,2024-08-23 13:52:27,United States,1,10,10
TX_00148,Client_948,Product_049,2024-09-18 05:06:49,Costa Rica,4,50,200
TX_00149,Client_288,Product_029,2024-11-05 01:23:37,Mexico,4,50,200
TX_00150,Client_124,Product_042,2024-05-07 15:36:49,Costa Rica,2,100,200
TX_00151,Client_876,Product_017,2024-12-19 20:33:39,Mexico,4,10,40
TX_00152,Client_969,Product_031,2024-02-09 15:51:35,Costa Rica,1,50,50
TX_00153,Client_283,Product_034,2024-05-05 06:28:33,United States,1,100,100
TX_00154,Client_878,Product_038,2024-10-13 00:37:39,United States,2,50,100
TX_00155,Client_180,Product_037,2024-01-26 11:30:01,Mexico,4,10,40
TX_00156,Client_097,Product_004,2024-04-19 12:37:16,Costa Rica,4,10,40
TX_00157,Client_191,Product_002,2024-10-06 13:39:43,Costa Rica,1,25,25
TX_00158,Client_074,Product_012,2024-02-12 13:23:40,Mexico,1,100,100
TX_00159,Client_447,Product_035,2024-07-31 02:17:20,Costa Rica,4,75,300
TX_00160,Client_785,Product_006,2024-02-08 05:57:03,Panama,3,50,150
TX_00161,Client_497,Product_046,2024-06-26 04:34:25,United States,1,10,10
TX_00162,Client_561,Product_008,2024-08-28 07:37:42,United States,1,50,50
TX_00163,Client_484,Product_021,2024-03-04 13:38:08,Mexico,1,50,50
TX_00164,Client_849,Product_046,2024-03-13 21:36:27,Costa Rica,2,75,150
TX_00165,Client_722,Product_035,2024-07-21 17:30:08,Mexico,4,10,40
TX_00166,Client_116,Product_048,2024-07-10 10:38:41,Panama,4,25,100
TX_00167,Client_535,Product_015,2024-06-14 09:42:27,Costa Rica,4,100,400
TX_00168,Client_098,Product_007,2024-02-11 13:09:10,Panama,1,50,50
TX_00169,Client_328,Product_015,2024-10-11 01:13:55,Mexico,4,75,300
TX_00170,Client_909,Product_045,2024-10-24 16:38:12,United States,4,75,300
TX_00171,Client_407,Product_006,2024-02-01 15:53:23,Panama,4,100,400
TX_00172,Client_313,Product_047,2024-07-13 03:06:11,Costa Rica,2,100,200
TX_00173,Client_702,Product_017,2024-06-07 20:41:28,Mexico,2,10,20
TX_00174,Client_694,Product_004,2024-11-12 11:34:54,Mexico,1,50,50
TX_00175,Client_148,Product_022,2024-01-19 12:15:33,Mexico,4,50,200
TX_00176,Client_342,Product_032,2024-01-22 23:49:47,United States,1,100,100
TX_00177,Client_495,Product_022,2024-04-06 14:11:14,Mexico,1,25,25
TX_00178,Client_948,Product_027,2024-06-18 17:36:05,Mexico,1,50,50
TX_00179,Client_023,Product_046,2024-09-06 01:47:24,United States,1,75,75
TX_00180,Client_105,Product_015,2024-12-04 14:09:26,Mexico,1,100,100
TX_00181,Client_675,Product_044,2024-09-27 07:17:26,Mexico,1,50,50
TX_00182,Client_579,Product_022,2024-08-03 22:23:51,Panama,2,10,20
TX_00183,Client_802,Product_028,2024-04-02 23:29:00,Mexico,3,100,300
TX_00184,Client_801,Product_042,2024-04-08 01:18:27,United States,2,75,150
TX_00185,Client_558,Product_038,2024-09-16 05:18:56,Panama,1,10,10
TX_00186,Client_593,Product_009,2024-04-29 06:49:41,Mexico,3,100,300
TX_00187,Client_941,Product_034,2024-12-23 04:01:27,United States,3,100,300
TX_00188,Client_659,Product_036,2024-11-19 13:41:56,Costa Rica,4,50,200
TX_00189,Client_222,Product_009,2024-11-07 01:06:52,Mexico,1,10,10
TX_00190,Client_855,Product_015,2024-03-20 17:21:54,Costa Rica,1,100,100
TX_00191,Client_015,Product_045,2024-07-05 06:25:39,Panama,2,75,150
TX_00192,Client_891,Product_020,2024-04-08 13:40:53,United States,3,10,30
TX_00193,Client_633,Product_008,2024-06-17 11:21:16,Panama,3,50,150
TX_00194,Client_078,Product_028,2024-12-04 19:51:26,Costa Rica,1,25,25
TX_00195,Client_322,Product_019,2024-12-14 00:26:04,Costa Rica,4,100,400
TX_00196,Client_807,Product_016,2024-08-02 19:56:20,Costa Rica,1,25,25
TX_00197,Client_241,Product_011,2024-11-18 22:38:36,United States,3,100,300
TX_00198,Client_018,Product_042,2024-10-31 22:55:27,Costa Rica,4,50,200
TX_00199,Client_768,Product_008,2024-11-16 18:19:04,Costa Rica,4,50,200
TX_00200,Client_454,Product_033,2024-04-14 09:10:33,United States,3,50,150
TX_00201,Client_443,Product_010,2024-05-19 04:52:50,Costa Rica,1,50,50
TX_00202,Client_928,Product_018,2024-03-03 18:00:22,Mexico,1,10,10
TX_00203,Client_277,Product_035,2024-08-20 04:01:28,Costa Rica,1,10,10
TX_00204,Client_424,Product_043,2024-02-17 00:44:10,United States,2,100,200
TX_00205,Client_476,Product_003,2024-02-13 14:14:04,Costa Rica,2,10,20
TX_00206,Client_027,Product_040,2024-01-04 11:13:35,United States,4,100,400
TX_00207,Client_514,Product_027,2024-12-18 12:24:26,Costa Rica,1,10,10
TX_00208,Client_865,Product_028,2024-11-22 09:53:15,Mexico,2,10,20
TX_00209,Client_464,Product_046,2024-03-15 17:33:55,United States,4,10,40
TX_00210,Client_807,Product_006,2024-10-02 22:49:13,United States,3,75,225
TX_00211,Client_982,Product_047,2024-05-12 21:25:45,United States,3,50,150
TX_00212,Client_824,Product_014,2024-04-14 21:12:34,United States,1,75,75
TX_00213,Client_363,Product_007,2024-04-11 02:29:36,Costa Rica,3,10,30
TX_00214,Client_383,Product_010,2024-01-04 20:25:44,Costa Rica,3,10,30
TX_00215,Client_751,Product_015,2024-11-09 19:22:04,Mexico,3,75,225
TX_00216,Client_525,Product_031,2024-01-08 10:30:24,Mexico,4,100,400
TX_00217,Client_382,Product_029,2024-08-24 11:32:33,Costa Rica,3,50,150
TX_00218,Client_184,Product_042,2024-07-04 17:07:52,Panama,3,100,300
TX_00219,Client_194,Product_017,2024-09-11 08:39:16,United States,4,50,200
TX_00220,Client_462,Product_029,2024-02-08 01:26:43,Costa Rica,2,25,50
TX_00221,Client_056,Product_049,2024-06-22 17:30:32,Mexico,4,50,200
TX_00222,Client_230,Product_044,2024-04-20 06:38:32,United States,2,100,200
TX_00223,Client_489,Product_015,2024-02-27 23:33:53,Mexico,4,50,200
TX_00224,Client_028,Product_026,2024-05-09 03:58:42,Panama,1,25,25
TX_00225,Client_832,Product_012,2024-01-02 16:58:03,United States,3,25,75
TX_00226,Client_583,Product_025,2024-11-12 05:49:35,Panama,2,10,20
TX_00227,Client_722,Product_041,2024-01-27 21:23:46,Panama,4,25,100
TX_00228,Client_960,Product_005,2024-01-18 22:05:03,Panama,2,75,150
TX_00229,Client_184,Product_004,2024-02-19 05:56:36,Costa Rica,2,100,200
TX_00230,Client_425,Product_044,2024-06-18 01:24:28,Mexico,3,75,225
TX_00231,Client_375,Product_048,2024-04-26 23:01:54,United States,2,75,150
TX_00232,Client_868,Product_041,2024-03-14 16:02:49,Costa Rica,4,100,400
TX_00233,Client_041,Product_031,2024-01-24 04:31:49,Mexico,1,75,75
TX_00234,Client_484,Product_003,2024-03-19 11:57:19,Costa Rica,1,75,75
TX_00235,Client_260,Product_003,2024-12-22 10:24:49,Mexico,3,75,225
TX_00236,Client_441,Product_026,2024-12-23 04:35:49,United States,4,25,100
TX_00237,Client_926,Product_017,2024-06-21 05:40:21,United States,4,100,400
TX_00238,Client_856,Product_010,2024-06-05 11:45:53,United States,1,100,100
TX_00239,Client_084,Product_002,2024-02-22 15:42:29,United States,4,100,400
TX_00240,Client_046,Product_024,2024-12-26 12:50:45,Mexico,2,75,150
TX_00241,Client_440,Product_011,2024-10-27 04:01:57,Costa Rica,3,25,75
TX_00242,Client_671,Product_024,2024-12-19 18:04:43,United States,1,100,100
TX_00243,Client_856,Product_035,2024-12-12 13:46:52,United States,3,50,150
TX_00244,Client_519,Product_023,2024-11-12 08:38:05,United States,2,100,200
TX_00245,Client_986,Product_032,2024-06-25 01:46:28,Panama,1,10,10
TX_00246,Client_845,Product_023,2024-05-25 18:03:18,United States,4,50,200
TX_00247,Client_438,Product_034,2024-03-01 03:04:44,United States,4,100,400
TX_00248,Client_136,Product_041,2024-11-15 15:09:34,Mexico,2,75,150
TX_00249,Client_183,Product_019,2024-11-28 11:03:39,Panama,1,100,100
TX_00250,Client_709,Product_002,2024-11-21 02:32:20,Mexico,3,25,75
TX_00251,Client_172,Product_002,2024-12-16 09:51:28,Costa Rica,1,25,25
TX_00252,Client_909,Product_015,2024-02-16 22:05:15,Panama,4,100,400
TX_00253,Client_861,Product_021,2024-05-16 11:24:40,Mexico,1,75,75
TX_00254,Client_788,Product_035,2024-01-27 21:28:34,Mexico,1,75,75
TX_00255,Client_590,Product_005,2024-10-06 03:43:13,Costa Rica,4,75,300
TX_00256,Client_928,Product_043,2024-10-27 12:29:13,Costa Rica,4,100,400
TX_00257,Client_956,Product_027,2024-04-12 17:04:53,United States,3,100,300
TX_00258,Client_690,Product_024,2024-02-06 10:53:27,United States,1,10,10
TX_00259,Client_539,Product_007,2024-01-03 12:12:49,Panama,4,25,100
TX_00260,Client_120,Product_006,2024-05-09 03:53:39,Panama,2,50,100
TX_00261,Client_281,Product_046,2024-11-20 03:35:13,Costa Rica,4,50,200
TX_00262,Client_308,Product_033,2024-07-09 00:50:35,Panama,3,25,75
TX_00263,Client_708,Product_049,2024-08-29 10:11:39,United States,3,10,30
TX_00264,Client_277,Product_017,2024-08-04 06:57:28,Costa Rica,2,25,50
TX_00265,Client_530,Product_046,2024-02-10 18:07:21,Mexico,3,10,30
TX_00266,Client_295,Product_042,2024-10-10 01:18:36,Costa Rica,1,10,10
TX_00267,Client_783,Product_030,2024-04-23 06:58:54,Panama,3,75,225
TX_00268,Client_053,Product_008,2024-07-22 17:08:17,United States,2,25,50
TX_00269,Client_806,Product_040,2024-06-23 17:38:49,United States,3,50,150
TX_00270,Client_432,Product_046,2024-05-13 03:08:17,Mexico,2,100,200
TX_00271,Client_052,Product_007,2024-05-16 04:37:16,Mexico,3,100,300
TX_00272,Client_728,Product_006,2024-06-22 06:41:24,Costa Rica,4,25,100
TX_00273,Client_072,Product_004,2024-10-02 09:29:15,United States,2,100,200
TX_00274,Client_028,Product_001,2024-04-15 01:24:52,Mexico,3,10,30
TX_00275,Client_469,Product_015,2024-05-09 03:08:27,Mexico,1,100,100
TX_00276,Client_912,Product_031,2024-10-15 20:32:22,Costa Rica,2,10,20
TX_00277,Client_764,Product_025,2024-12-09 20:17:36,Costa Rica,2,10,20
TX_00278,Client_886,Product_047,2024-06-07 14:15:23,United States,3,50,150
TX_00279,Client_912,Product_033,2024-10-30 10:50:41,Panama,4,100,400
TX_00280,Client_547,Product_035,2024-11-02 23:03:54,Panama,4,50,200
TX_00281,Client_401,Product_005,2024-11-03 22:04:31,United States,3,100,300
TX_00282,Client_201,Product_005,2024-01-07 08:41:30,Panama,3,10,30
TX_00283,Client_761,Product_036,2024-06-15 17:54:29,United States,1,100,100
TX_00284,Client_611,Product_017,2024-02-22 20:56:01,United States,3,50,150
TX_00285,Client_820,Product_014,2024-10-29 21:58:39,Mexico,2,75,150
TX_00286,Client_989,Product_029,2024-09-16 02:46:43,Panama,3,50,150
TX_00287,Client_999,Product_008,2024-08-02 16:02:33,United States,1,75,75
TX_00288,Client_466,Product_034,2024-07-14 07:30:23,Panama,3,25,75
TX_00289,Client_652,Product_040,2024-06-04 00:09:41,Panama,3,50,150
TX_00290,Client_595,Product_001,2024-07-03 01:25:00,Costa Rica,2,100,200
TX_00291,Client_560,Product_029,2024-07-30 22:53:31,Panama,4,75,300
TX_00292,Client_790,Product_036,2024-09-26 09:34:14,United States,3,100,300
TX_00293,Client_379,Product_037,2024-09-28 13:20:41,Mexico,1,75,75
TX_00294,Client_760,Product_029,2024-07-20 22:13:56,Panama,3,50,150
TX_00295,Client_895,Product_005,2024-07-20 07:05:43,United States,3,50,150
TX_00296,Client_177,Product_032,2024-11-02 12:33:09,Costa Rica,2,100,200
TX_00297,Client_052,Product_024,2024-05-05 06:20:20,Panama,4,50,200
TX_00298,Client_079,Product_019,2024-12-06 11:16:03,Mexico,4,100,400
TX_00299,Client_385,Product_012,2024-06-20 01:08:37,Panama,4,10,40
TX_00300,Client_834,Product_001,2024-10-12 13:49:57,United States,3,75,225
TX_00301,Client_576,Product_007,2024-10-08 23:29:57,Panama,2,100,200
TX_00302,Client_008,Product_017,2024-05-25 00:45:19,Panama,2,75,150
TX_00303,Client_214,Product_034,2024-09-30 00:38:40,Costa Rica,3,10,30
TX_00304,Client_025,Product_043,2024-03-01 17:08:53,Panama,2,75,150
TX_00305,Client_450,Product_007,2024-03-08 15:00:32,Mexico,4,100,400
TX_00306,Client_768,Product_017,2024-05-26 22:03:16,Panama,2,50,100
TX_00307,Client_755,Product_003,2024-10-18 19:50:46,Costa Rica,3,75,225
TX_00308,Client_969,Product_029,2024-03-30 12:53:04,United States,3,75,225
TX_00309,Client_457,Product_022,2024-06-22 07:58:52,Panama,1,10,10
TX_00310,Client_461,Product_038,2024-06-03 20:53:04,Panama,1,25,25
TX_00311,Client_198,Product_043,2024-05-23 10:04:44,Costa Rica,2,50,100
TX_00312,Client_094,Product_029,2024-04-11 23:48:28,Costa Rica,2,100,200
TX_00313,Client_719,Product_042,2024-08-19 19:50:55,Costa Rica,3,10,30
TX_00314,Client_947,Product_005,2024-06-11 10:59:10,Panama,1,100,100
TX_00315,Client_437,Product_030,2024-02-11 22:31:49,Mexico,1,100,100
TX_00316,Client_527,Product_023,2024-06-19 21:35:58,Costa Rica,4,75,300
TX_00317,Client_690,Product_021,2024-04-11 19:22:46,United States,4,10,40
TX_00318,Client_967,Product_026,2024-12-23 16:47:17,Panama,3,10,30
TX_00319,Client_378,Product_047,2024-08-26 22:25:24,United States,3,50,150
TX_00320,Client_587,Product_021,2024-04-09 08:25:41,United States,3,25,75
TX_00321,Client_104,Product_020,2024-11-02 09:43:24,Mexico,3,100,300
TX_00322,Client_806,Product_023,2024-02-06 09:04:13,United States,1,50,50
TX_00323,Client_680,Product_004,2024-09-04 07:11:11,Costa Rica,3,50,150
TX_00324,Client_962,Product_021,2024-12-11 11:29:06,Costa Rica,3,100,300
TX_00325,Client_627,Product_021,2024-06-17 21:09:28,Panama,1,75,75
TX_00326,Client_039,Product_001,2024-05-21 22:48:14,Mexico,4,75,300
TX_00327,Client_458,Product_015,2024-08-05 19:53:56,Mexico,3,100,300
TX_00328,Client_364,Product_017,2024-07-12 03:43:45,United States,4,10,40
TX_00329,Client_785,Product_014,2024-04-30 20:55:57,Mexico,1,25,25
TX_00330,Client_135,Product_019,2024-03-09 02:15:57,United States,4,75,300
TX_00331,Client_374,Product_034,2024-03-14 21:47:39,United States,1,25,25
TX_00332,Client_232,Product_006,2024-01-15 07:09:29,Mexico,3,50,150
TX_00333,Client_039,Product_045,2024-09-11 12:16:41,Panama,4,50,200
TX_00334,Client_964,Product_049,2024-11-02 11:23:02,United States,3,100,300
TX_00335,Client_803,Product_006,2024-04-27 05:17:54,Costa Rica,2,100,200
TX_00336,Client_819,Product_005,2024-10-17 16:02:08,Costa Rica,2,100,200
TX_00337,Client_047,Product_007,2024-11-06 15:48:18,Mexico,4,75,300
TX_00338,Client_036,Product_033,2024-05-23 19:05:08,Mexico,1,25,25
TX_00339,Client_832,Product_013,2024-03-02 20:10:46,United States,4,50,200
TX_00340,Client_095,Product_001,2024-11-21 01:46:42,United States,1,25,25
TX_00341,Client_985,Product_013,2024-08-02 23:10:27,Costa Rica,2,75,150
TX_00342,Client_361,Product_043,2024-08-06 19:19:12,United States,1,25,25
TX_00343,Client_525,Product_027,2024-12-09 09:00:50,Costa Rica,2,25,50
TX_00344,Client_146,Product_007,2024-01-17 09:53:58,United States,4,100,400
TX_00345,Client_917,Product_003,2024-12-10 17:53:07,Panama,3,25,75
TX_00346,Client_368,Product_025,2024-06-23 15:43:26,Panama,3,25,75
TX_00347,Client_065,Product_033,2024-11-24 03:08:49,Costa Rica,3,25,75
TX_00348,Client_228,Product_040,2024-10-18 02:43:25,Panama,1,10,10
TX_00349,Client_754,Product_017,2024-12-18 05:25:56,Panama,3,50,150
TX_00350,Client_520,Product_045,2024-10-14 10:51:43,Mexico,1,50,50
