subscription_id,customer_id,plan,start_date,end_date,status,monthly_price_usd
Sub_0046,Client_787,Standard,2024-05-25 16:01:47,2024-06-16 20:18:30,Active,200
Sub_0047,Client_943,Basic,2024-10-11 05:02:08,2024-11-25 20:58:08,Active,50
Sub_0048,Client_398,Basic,2024-05-17 17:22:52,2024-07-24 05:43:06,Cancelled,30
Sub_0049,Client_120,Standard,2024-07-31 08:51:36,2024-11-15 21:30:57,Active,200
Sub_0050,Client_934,Standard,2024-05-16 13:39:24,2024-03-27 05:53:53,Active,50
Sub_0051,Client_437,Premium,2024-08-24 00:40:06,2024-03-22 17:20:52,Active,200
Sub_0052,Client_829,Basic,2024-07-02 13:47:21,2024-04-29 14:37:17,Active,30
Sub_0053,Client_676,Standard,2024-08-09 12:08:37,2024-10-29 07:19:53,Active,50
Sub_0054,Client_936,Basic,2024-10-04 22:57:21,2024-07-20 21:09:58,Active,50
Sub_0055,Client_465,Standard,2024-06-20 19:11:06,2024-07-29 00:02:33,Active,50
Sub_0056,Client_286,Basic,2024-08-16 08:21:09,2024-08-17 00:51:59,Active,200
Sub_0057,Client_265,Premium,2024-02-08 02:26:27,2024-04-15 02:13:20,Active,200
Sub_0058,Client_320,Basic,2024-05-30 11:38:39,2024-11-07 23:42:40,Active,30
Sub_0059,Client_673,Basic,2024-06-10 20:27:48,2024-07-15 14:50:13,Active,100
Sub_0060,Client_376,Basic,2024-10-08 11:15:30,2024-05-06 06:47:29,Active,50
Sub_0061,Client_820,Basic,2024-06-24 19:17:38,2024-06-12 21:28:16,Active,50
Sub_0062,Client_089,Basic,2024-06-13 23:51:10,2024-04-28 01:36:05,Active,30
Sub_0063,Client_654,Premium,2024-04-16 05:47:59,2024-08-14 00:17:49,Active,50
Sub_0064,Client_203,Standard,2024-05-29 06:21:11,2024-11-25 00:32:49,Cancelled,200
Sub_0065,Client_821,Basic,2024-08-31 12:34:48,2024-11-15 04:37:57,Active,200
Sub_0066,Client_739,Premium,2024-05-31 08:26:43,2024-03-08 04:02:49,Cancelled,50
Sub_0067,Client_955,Basic,2024-10-25 00:55:42,2024-02-19 04:58:57,Active,50
Sub_0068,Client_334,Basic,2024-03-04 13:49:12,2024-02-14 19:31:38,Active,200
Sub_0069,Client_222,Standard,2024-06-18 22:12:59,2024-02-27 08:54:00,Active,50
Sub_0070,Client_041,Basic,2024-04-28 00:32:54,2024-02-08 22:12:23,Active,200
Sub_0071,Client_708,Premium,2024-05-06 01:59:41,2024-04-17 12:32:27,Active,100
Sub_0072,Client_068,Premium,2024-06-04 09:19:44,2024-09-26 09:26:33,Active,100
Sub_0073,Client_988,Standard,2024-03-13 21:10:42,2024-07-25 17:00:00,Active,50
Sub_0074,Client_776,Basic,2024-06-06 10:13:57,2024-06-28 01:40:06,Active,50
Sub_0075,Client_514,Premium,2024-02-16 21:42:59,2024-07-29 12:03:40,Active,50
Sub_0076,Client_873,Basic,2024-03-24 08:04:22,2024-02-16 21:57:13,Paused,200
Sub_0077,Client_637,Basic,2024-04-15 23:56:13,2024-03-09 18:09:09,Active,100
Sub_0078,Client_622,Basic,2024-06-13 04:49:22,2024-07-27 22:31:41,Active,100
Sub_0079,Client_598,Standard,2024-08-27 03:16:31,2024-05-22 10:35:33,Active,30
Sub_0080,Client_937,Basic,2024-03-30 09:52:46,2024-05-31 22:47:53,Active,30
Sub_0081,Client_632,Premium,2024-03-29 23:53:25,2024-04-29 17:47:18,Cancelled,50
Sub_0082,Client_127,Basic,2024-07-31 19:24:01,2024-10-15 18:27:23,Active,200
Sub_0083,Client_255,Premium,2024-08-08 20:15:23,2024-12-21 07:44:34,Active,50
Sub_0084,Client_695,Basic,2024-07-24 17:48:35,2024-08-30 10:21:01,Cancelled,100
Sub_0085,Client_016,Premium,2024-03-04 05:23:30,2024-08-10 18:33:57,Active,50
Sub_0086,Client_477,Premium,2024-01-25 06:58:49,2024-02-11 10:38:42,Active,50
Sub_0087,Client_062,Basic,2024-10-04 22:42:06,2024-09-04 18:16:54,Paused,100
Sub_0088,Client_881,Basic,2024-08-03 06:07:40,2024-07-17 05:05:51,Active,100
Sub_0089,Client_432,Premium,2024-07-24 04:35:18,2024-03-11 19:45:10,Active,100
Sub_0090,Client_670,Standard,2024-10-08 18:42:34,2024-03-20 15:33:59,Active,100
Sub_0091,Client_268,Basic,2024-07-09 13:43:37,2024-10-25 05:48:33,Active,30
Sub_0092,Client_035,Standard,2024-01-13 23:20:03,2024-02-12 07:59:20,Active,200
Sub_0093,Client_779,Basic,2024-10-28 17:55:36,2024-11-12 15:45:16,Cancelled,200
Sub_0094,Client_576,Basic,2024-10-03 19:37:41,2024-11-03 09:20:20,Active,100
Sub_0095,Client_494,Basic,2024-05-20 07:47:35,2024-04-17 15:10:32,Cancelled,200
Sub_0096,Client_562,Basic,2024-07-05 19:05:53,2024-05-06 15:11:05,Paused,200
Sub_0097,Client_469,Standard,2024-03-28 19:46:13,2024-09-13 01:20:52,Active,200
Sub_0098,Client_767,Basic,2024-05-21 19:44:28,2024-10-31 10:30:14,Active,200
Sub_0099,Client_661,Premium,2024-01-02 17:50:53,2024-04-25 12:37:14,Active,100
Sub_0100,Client_325,Premium,2024-06-22 13:56:40,2024-08-13 05:47:52,Paused,50
Sub_0101,Client_304,Standard,2024-01-29 19:09:04,2024-02-25 00:46:06,Cancelled,50
Sub_0102,Client_276,Basic,2024-09-20 04:33:49,2024-02-04 02:05:53,Active,50
Sub_0103,Client_869,Premium,2024-09-10 12:35:35,2024-04-17 19:55:04,Active,30
Sub_0104,Client_963,Standard,2024-08-22 12:06:34,2024-09-21 03:42:04,Active,200
Sub_0105,Client_684,Basic,2024-05-17 02:19:05,2024-08-11 12:28:17,Paused,100
Sub_0106,Client_929,Premium,2024-03-09 18:44:14,2024-06-23 21:23:05,Active,100
Sub_0107,Client_201,Premium,2024-05-17 11:18:10,2024-09-28 15:32:49,Active,30
Sub_0108,Client_445,Standard,2024-03-08 14:09:01,2024-02-11 10:25:38,Cancelled,100
Sub_0109,Client_905,Basic,2024-02-28 21:28:59,2024-04-21 21:08:53,Active,50
Sub_0110,Client_324,Basic,2024-10-01 10:50:42,2024-11-28 15:17:18,Active,30
Sub_0111,Client_035,Premium,2024-09-18 02:02:50,2024-09-25 04:11:21,Active,100
Sub_0112,Client_977,Premium,2024-04-11 13:27:01,2024-02-09 23:40:39,Active,30
Sub_0113,Client_482,Premium,2024-09-12 11:49:16,2024-07-28 02:21:46,Active,30
Sub_0114,Client_728,Basic,2024-08-11 01:50:05,2024-05-26 13:27:33,Paused,100
Sub_0115,Client_480,Standard,2024-01-05 19:44:50,2024-08-24 11:59:43,Active,50
Sub_0116,Client_065,Standard,2024-10-31 17:49:35,2024-11-30 01:54:07,Active,100
Sub_0117,Client_008,Basic,2024-02-04 16:17:24,2024-08-14 21:35:14,Active,200
Sub_0118,Client_301,Standard,2024-05-27 09:30:29,2024-02-05 08:05:22,Active,200
Sub_0119,Client_343,Premium,2024-10-28 10:19:35,2024-02-07 19:30:25,Active,100
Sub_0120,Client_431,Standard,2024-03-03 00:44:22,2024-09-30 12:56:06,Cancelled,50
Sub_0121,Client_424,Standard,2024-03-31 17:29:01,2024-04-27 05:36:08,Cancelled,200
Sub_0122,Client_332,Standard,2024-10-28 22:44:10,2024-06-23 15:44:51,Active,200
Sub_0123,Client_438,Premium,2024-07-21 00:41:22,2024-04-03 09:37:15,Active,100
Sub_0124,Client_588,Basic,2024-01-22 17:36:19,2024-07-25 12:10:42,Active,100
Sub_0125,Client_174,Premium,2024-01-19 19:26:39,2024-07-11 09:38:18,Paused,100
Sub_0126,Client_559,Basic,2024-01-21 20:32:31,2024-02-18 14:02:32,Active,30
Sub_0127,Client_527,Basic,2024-04-07 16:52:37,2024-12-25 06:36:13,Cancelled,30
Sub_0128,Client_873,Basic,2024-04-18 18:31:08,2024-07-01 05:48:51,Active,30
Sub_0129,Client_659,Standard,2024-04-05 05:45:36,2024-07-17 05:06:12,Paused,100
Sub_0130,Client_026,Standard,2024-07-22 07:32:44,2024-08-21 12:30:56,Cancelled,50
Sub_0131,Client_820,Basic,2024-07-09 22:10:15,2024-04-16 18:56:26,Cancelled,200
Sub_0132,Client_605,Basic,2024-10-17 17:13:27,2024-09-29 00:14:19,Active,30
Sub_0133,Client_406,Standard,2024-04-25 01:34:59,2024-10-11 17:43:26,Active,50
Sub_0134,Client_232,Premium,2024-10-18 02:03:38,2024-12-15 13:11:56,Active,100
Sub_0135,Client_533,Basic,2024-10-02 07:10:58,2024-05-01 16:05:37,Cancelled,30
Sub_0136,Client_819,Premium,2024-08-26 09:48:37,2024-12-29 10:25:15,Active,100
Sub_0137,Client_550,Standard,2024-05-02 04:41:16,2024-02-24 22:33:48,Paused,50
Sub_0138,Client_788,Basic,2024-01-16 03:22:46,2024-04-06 21:12:08,Cancelled,30
Sub_0139,Client_505,Premium,2024-09-22 20:26:13,2024-06-17 16:19:13,Active,30
Sub_0140,Client_669,Premium,2024-04-20 02:11:18,2024-04-01 06:22:28,Cancelled,30
Sub_0141,Client_179,Premium,2024-01-30 01:30:19,2024-11-29 05:33:32,Active,30
Sub_0142,Client_132,Standard,2024-07-28 13:59:04,2024-03-03 05:36:15,Active,50
Sub_0143,Client_823,Standard,2024-01-12 21:54:02,2024-07-29 21:27:11,Active,30
Sub_0144,Client_455,Premium,2024-01-26 02:07:06,2024-05-06 21:20:23,Active,200
Sub_0145,Client_348,Premium,2024-08-25 02:23:37,2024-12-22 22:59:46,Cancelled,200
Sub_0146,Client_540,Standard,2024-04-11 03:24:36,2024-05-12 07:43:17,Active,100
Sub_0147,Client_772,Premium,2024-06-09 19:18:56,2024-11-26 18:09:39,Active,30
Sub_0148,Client_406,Premium,2024-03-25 07:09:37,2024-08-07 04:54:34,Active,200
Sub_0149,Client_076,Standard,2024-06-15 19:25:50,2024-10-07 10:09:58,Cancelled,200
Sub_0150,Client_941,Premium,2024-03-22 05:25:55,2024-07-30 23:52:25,Active,200
Sub_0151,Client_579,Premium,2024-06-13 02:24:40,2024-03-27 20:31:41,Cancelled,50
Sub_0152,Client_854,Premium,2024-06-07 09:47:38,2024-05-04 01:21:32,Active,30
Sub_0153,Client_492,Standard,2024-05-16 17:27:26,2024-09-16 19:04:02,Active,50
Sub_0154,Client_194,Premium,2024-02-01 16:39:44,2024-05-31 21:55:59,Active,50
Sub_0155,Client_984,Standard,2024-07-17 20:48:47,2024-02-01 17:14:29,Active,200
Sub_0156,Client_162,Standard,2024-01-30 00:42:44,2024-06-03 03:27:10,Cancelled,200
Sub_0157,Client_347,Basic,2024-08-20 14:22:39,2024-09-29 10:49:31,Active,100
Sub_0158,Client_951,Basic,2024-03-12 11:15:43,2024-07-31 13:40:46,Cancelled,30
Sub_0159,Client_361,Premium,2024-05-19 06:13:22,2024-07-07 13:17:28,Active,30
Sub_0160,Client_769,Standard,2024-07-26 17:04:46,2024-08-18 03:46:50,Active,200
Sub_0161,Client_584,Basic,2024-07-09 19:57:49,2024-12-30 22:53:03,Paused,200
Sub_0162,Client_087,Premium,2024-07-07 05:08:50,2024-09-05 09:07:21,Cancelled,30
Sub_0163,Client_934,Basic,2024-05-24 23:21:23,2024-05-13 02:38:40,Active,100
Sub_0164,Client_262,Basic,2024-01-02 23:34:37,2024-09-19 06:18:39,Active,200
Sub_0165,Client_214,Standard,2024-05-04 19:01:03,2024-11-06 00:18:07,Active,100
Sub_0166,Client_665,Standard,2024-03-26 02:05:48,2024-06-07 09:18:42,Active,50
Sub_0167,Client_722,Basic,2024-01-16 18:06:52,2024-06-06 17:23:13,Cancelled,200
Sub_0168,Client_913,Basic,2024-06-28 08:19:42,2024-07-09 15:49:43,Cancelled,50
Sub_0169,Client_573,Standard,2024-03-09 01:35:26,2024-11-13 19:40:49,Active,200
Sub_0170,Client_780,Premium,2024-07-31 17:42:40,2024-02-27 23:54:13,Paused,50
Sub_0171,Client_262,Standard,2024-06-08 20:12:06,2024-12-22 21:58:54,Active,200
Sub_0172,Client_730,Basic,2024-05-10 21:55:29,2024-10-11 21:13:22,Active,100
Sub_0173,Client_283,Premium,2024-03-16 23:01:05,2024-04-23 21:38:47,Active,100
Sub_0174,Client_648,Basic,2024-03-21 04:58:29,2024-11-23 10:21:13,Active,100
Sub_0175,Client_467,Premium,2024-06-26 08:37:33,2024-08-01 20:44:12,Active,50
Sub_0176,Client_380,Basic,2024-10-15 02:07:45,2024-07-18 19:51:30,Active,100
Sub_0177,Client_362,Premium,2024-01-16 23:48:30,2024-04-23 07:12:57,Active,50
Sub_0178,Client_449,Premium,2024-01-30 23:57:02,2024-03-21 17:47:57,Active,200
Sub_0179,Client_441,Basic,2024-01-24 19:36:37,2024-02-13 01:49:35,Cancelled,50
Sub_0180,Client_093,Premium,2024-10-27 13:14:02,2024-11-14 05:21:04,Active,200
Sub_0181,Client_621,Standard,2024-06-04 04:06:09,2024-09-06 14:35:32,Active,30
Sub_0182,Client_753,Basic,2024-09-02 06:47:35,2024-10-23 10:06:58,Cancelled,30
Sub_0183,Client_867,Standard,2024-08-18 01:49:49,2024-02-13 13:15:33,Paused,30
Sub_0184,Client_424,Basic,2024-08-14 14:09:50,2024-08-28 06:51:05,Paused,50
Sub_0185,Client_142,Premium,2024-07-23 06:57:16,2024-02-29 03:42:09,Active,30
Sub_0186,Client_291,Premium,2024-03-10 11:13:44,2024-04-16 10:29:28,Active,30
Sub_0187,Client_432,Premium,2024-04-12 18:58:31,2024-12-21 21:52:37,Active,30
Sub_0188,Client_749,Basic,2024-02-21 01:48:23,2024-08-22 03:09:10,Active,200
Sub_0189,Client_852,Standard,2024-05-04 02:47:59,2024-03-31 06:26:28,Paused,100
Sub_0190,Client_824,Standard,2024-08-11 21:03:56,2024-12-06 13:47:36,Active,50
Sub_0191,Client_689,Basic,2024-06-12 09:08:15,2024-12-13 09:39:12,Active,30
Sub_0192,Client_653,Basic,2024-05-24 07:10:21,2024-05-05 09:36:20,Active,200
Sub_0193,Client_701,Standard,2024-09-18 17:03:47,2024-02-21 16:02:34,Active,100
Sub_0194,Client_998,Standard,2024-09-15 05:41:04,2024-05-01 11:43:37,Cancelled,100
Sub_0195,Client_049,Standard,2024-05-17 13:28:44,2024-12-18 14:40:58,Active,100
Sub_0196,Client_302,Standard,2024-03-14 07:09:21,2024-02-10 13:46:45,Active,200
Sub_0197,Client_881,Basic,2024-04-06 20:53:17,2024-09-16 00:19:02,Active,30
Sub_0198,Client_190,Basic,2024-10-07 07:42:06,2024-12-04 18:03:43,Active,100
Sub_0199,Client_136,Premium,2024-10-06 20:39:07,2024-11-17 11:12:43,Active,200
Sub_0200,Client_555,Standard,2024-07-24 02:41:17,2024-06-05 12:01:31,Active,200
Sub_0201,Client_404,Premium,2024-01-17 23:34:16,2024-02-23 12:37:36,Active,50
Sub_0202,Client_892,Basic,2024-09-01 12:24:01,2024-04-15 02:59:10,Cancelled,200
Sub_0203,Client_865,Basic,2024-06-17 21:04:17,2024-04-23 14:00:26,Paused,100
Sub_0204,Client_602,Premium,2024-06-06 07:51:17,2024-04-13 12:52:55,Paused,100
Sub_0205,Client_807,Standard,2024-03-23 07:44:06,2024-10-31 23:49:13,Paused,200
Sub_0206,Client_341,Standard,2024-09-01 07:23:08,2024-09-19 06:13:22,Active,100
Sub_0207,Client_757,Standard,2024-04-10 07:32:06,2024-10-16 14:29:31,Active,200
Sub_0208,Client_945,Standard,2024-10-01 10:34:06,2024-03-31 03:54:14,Active,100
Sub_0209,Client_704,Premium,2024-08-21 16:01:03,2024-05-21 18:13:31,Cancelled,50
Sub_0210,Client_318,Premium,2024-03-30 10:06:16,2024-12-02 12:00:01,Paused,30
Sub_0211,Client_618,Basic,2024-10-03 08:15:33,2024-11-04 07:40:39,Cancelled,50
Sub_0212,Client_363,Standard,2024-02-01 07:30:21,2024-06-26 08:51:57,Active,50
Sub_0213,Client_822,Standard,2024-10-31 17:26:50,2024-02-21 11:02:45,Paused,30
Sub_0214,Client_382,Standard,2024-09-18 06:58:09,2024-12-13 06:54:21,Active,100
Sub_0215,Client_233,Premium,2024-05-31 16:39:44,2024-02-04 08:47:04,Active,30
Sub_0216,Client_777,Standard,2024-10-22 23:31:48,2024-07-16 20:02:28,Active,200
Sub_0217,Client_344,Premium,2024-04-08 19:00:40,2024-07-08 08:22:28,Active,30
Sub_0218,Client_549,Standard,2024-03-21 08:24:23,2024-06-27 09:24:50,Active,50
Sub_0219,Client_817,Standard,2024-02-23 20:15:24,2024-10-02 17:28:58,Active,30
Sub_0220,Client_553,Basic,2024-01-16 18:28:36,2024-04-13 03:52:16,Active,100
Sub_0221,Client_529,Standard,2024-08-09 16:05:16,2024-05-09 19:17:21,Active,50
Sub_0222,Client_856,Standard,2024-07-08 14:11:00,2024-12-10 17:20:23,Cancelled,200
Sub_0223,Client_789,Basic,2024-09-11 16:25:57,2024-08-16 09:34:22,Active,100
Sub_0224,Client_819,Premium,2024-01-20 21:22:42,2024-10-29 09:51:28,Active,50
Sub_0225,Client_571,Premium,2024-08-08 07:06:12,2024-02-05 04:42:14,Cancelled,200
Sub_0226,Client_935,Standard,2024-03-24 12:16:49,2024-09-11 22:38:21,Paused,100
Sub_0227,Client_183,Premium,2024-01-16 09:23:05,2024-03-31 16:07:09,Active,200
Sub_0228,Client_041,Standard,2024-03-24 02:16:31,2024-04-06 19:36:04,Active,30
Sub_0229,Client_551,Basic,2024-08-31 22:36:32,2024-12-09 01:20:50,Active,30
Sub_0230,Client_397,Basic,2024-08-14 03:27:38,2024-10-16 12:10:35,Active,200
Sub_0231,Client_704,Standard,2024-08-31 18:14:40,2024-10-31 16:17:34,Active,30
Sub_0232,Client_779,Basic,2024-06-19 15:05:51,2024-06-09 17:51:06,Cancelled,200
Sub_0233,Client_494,Basic,2024-04-15 02:29:21,2024-05-31 03:24:06,Active,100
Sub_0234,Client_659,Standard,2024-02-26 11:58:59,2024-12-04 07:17:21,Cancelled,50
Sub_0235,Client_907,Standard,2024-09-08 15:29:24,2024-11-26 19:11:35,Cancelled,200
Sub_0236,Client_333,Basic,2024-08-14 02:36:22,2024-09-03 15:48:56,Paused,50
Sub_0237,Client_127,Premium,2024-01-27 22:40:33,2024-12-22 02:55:22,Active,50
Sub_0238,Client_558,Premium,2024-07-26 13:25:49,2024-06-07 05:19:30,Paused,200
Sub_0239,Client_557,Standard,2024-04-24 08:08:37,2024-06-10 02:48:33,Active,30
Sub_0240,Client_001,Standard,2024-06-25 07:40:22,2024-05-03 16:29:26,Active,100
Sub_0241,Client_168,Premium,2024-04-04 14:59:36,2024-11-04 19:17:56,Active,50
Sub_0242,Client_620,Basic,2024-10-04 02:58:12,2024-05-26 13:39:32,Active,100
Sub_0243,Client_019,Premium,2024-03-30 00:28:52,2024-11-11 04:36:09,Cancelled,50
Sub_0244,Client_332,Premium,2024-03-22 17:05:03,2024-10-28 20:24:36,Active,200
Sub_0245,Client_584,Premium,2024-03-03 23:23:59,2024-02-09 12:18:59,Active,30
Sub_0246,Client_456,Premium,2024-03-11 08:07:14,2024-06-25 18:49:16,Active,100
Sub_0247,Client_957,Standard,2024-01-03 05:55:52,2024-09-23 06:46:44,Active,50
Sub_0248,Client_109,Standard,2024-01-23 07:39:16,2024-12-16 00:48:28,Active,200
Sub_0249,Client_268,Basic,2024-02-25 12:45:27,2024-06-16 15:15:31,Cancelled,200
Sub_0250,Client_445,Basic,2024-04-16 11:55:52,2024-11-06 15:26:52,Active,50
Sub_0251,Client_240,Basic,2024-08-18 06:57:08,2024-05-04 11:36:05,Active,50
Sub_0252,Client_929,Basic,2024-05-14 06:35:21,2024-07-11 12:29:07,Active,50
Sub_0253,Client_301,Premium,2024-02-13 23:46:00,2024-09-23 00:25:21,Active,30
Sub_0254,Client_602,Standard,2024-07-10 00:37:21,2024-02-28 22:28:40,Active,50
Sub_0255,Client_103,Standard,2024-01-12 06:51:52,2024-07-09 02:05:53,Active,50
Sub_0256,Client_988,Basic,2024-02-16 16:18:43,2024-03-16 12:23:33,Paused,30
Sub_0257,Client_250,Basic,2024-09-13 20:17:25,2024-07-04 14:39:36,Active,200
Sub_0258,Client_453,Premium,2024-01-07 10:23:59,2024-03-17 22:23:52,Active,50
Sub_0259,Client_520,Premium,2024-01-08 02:35:01,2024-12-30 18:13:22,Active,100
Sub_0260,Client_153,Basic,2024-01-06 04:56:53,2024-10-19 06:02:40,Cancelled,200
Sub_0261,Client_859,Standard,2024-04-05 05:24:49,2024-02-25 10:04:34,Active,100
Sub_0262,Client_174,Standard,2024-07-05 12:25:26,2024-02-28 02:55:00,Active,50
Sub_0263,Client_343,Standard,2024-05-21 14:35:08,2024-10-15 20:16:12,Cancelled,30
Sub_0264,Client_670,Basic,2024-06-06 21:12:05,2024-05-14 06:47:46,Active,30
Sub_0265,Client_431,Standard,2024-09-10 18:11:57,2024-08-03 23:28:11,Active,30
Sub_0266,Client_727,Premium,2024-02-29 06:40:32,2024-12-04 23:54:23,Active,50
Sub_0267,Client_689,Premium,2024-09-19 10:18:57,2024-03-18 10:02:00,Active,50
Sub_0268,Client_687,Basic,2024-07-19 13:27:34,2024-11-07 15:46:00,Active,100
Sub_0269,Client_852,Premium,2024-09-19 09:50:54,2024-04-09 14:55:46,Active,30
Sub_0270,Client_850,Basic,2024-02-12 04:04:48,2024-05-31 02:14:58,Active,50
Sub_0271,Client_658,Standard,2024-05-01 04:18:08,2024-06-15 05:29:47,Active,200
Sub_0272,Client_962,Standard,2024-04-07 02:13:43,2024-09-21 17:01:17,Active,50
Sub_0273,Client_324,Standard,2024-05-29 21:24:19,2024-06-07 13:09:24,Paused,50
Sub_0274,Client_990,Premium,2024-08-15 16:32:03,2024-05-01 02:44:37,Cancelled,200
Sub_0275,Client_673,Basic,2024-09-09 14:57:21,2024-03-01 03:35:02,Cancelled,30
Sub_0276,Client_639,Standard,2024-05-13 18:36:10,2024-07-08 00:26:52,Active,200
Sub_0277,Client_420,Basic,2024-04-01 12:29:46,2024-02-04 14:33:28,Active,30
Sub_0278,Client_594,Standard,2024-07-24 22:56:31,2024-05-22 09:56:05,Active,200
Sub_0279,Client_485,Premium,2024-01-04 03:42:24,2024-10-21 13:28:34,Active,100
Sub_0280,Client_659,Premium,2024-01-07 04:30:33,2024-10-11 07:00:11,Paused,30
Sub_0281,Client_751,Basic,2024-03-02 01:46:16,2024-05-28 13:14:28,Active,50
Sub_0282,Client_412,Premium,2024-08-03 18:05:23,2024-09-22 06:21:07,Active,100
Sub_0283,Client_936,Premium,2024-07-06 19:47:07,2024-05-02 22:26:38,Active,30
Sub_0284,Client_084,Basic,2024-04-16 12:27:49,2024-07-18 11:34:28,Active,30
Sub_0285,Client_113,Standard,2024-10-28 22:43:45,2024-05-01 01:31:03,Active,30
Sub_0286,Client_737,Premium,2024-01-13 23:08:33,2024-03-03 08:50:47,Active,200
Sub_0287,Client_332,Basic,2024-04-28 01:52:41,2024-07-21 18:33:25,Active,30
Sub_0288,Client_378,Premium,2024-02-23 03:34:47,2024-10-18 08:03:35,Cancelled,50
Sub_0289,Client_755,Premium,2024-02-28 22:49:48,2024-02-02 00:20:01,Active,30
Sub_0290,Client_655,Premium,2024-05-31 01:56:07,2024-10-15 15:46:27,Paused,50
Sub_0291,Client_041,Premium,2024-10-01 17:42:41,2024-06-04 00:53:35,Cancelled,50
Sub_0292,Client_935,Basic,2024-09-20 19:26:04,2024-07-24 18:09:53,Active,50
