customer_id,country,acquisition_channel,segment,registration_date
Client_073,Mexico,Paid,Enterprise,2024-02-24 22:32:51
Client_074,Panama,Referral,Freelancer,2024-04-10 00:02:25
Client_075,Mexico,Organic,Freelancer,2024-08-02 12:09:00
Client_076,Panama,Organic,Enterprise,2024-07-22 22:05:47
Client_077,Costa Rica,Paid,Enterprise,2024-01-11 00:10:45
Client_078,Costa Rica,Organic,Enterprise,2024-01-17 12:42:07
Client_079,United States,Paid,Freelancer,2024-09-10 13:21:32
Client_080,Costa Rica,Organic,Freelancer,2024-04-12 13:01:30
Client_081,United States,Referral,SMB,2024-04-29 07:51:25
Client_082,Costa Rica,Organic,SMB,2024-02-19 05:54:09
Client_083,Mexico,Organic,Enterprise,2024-03-28 16:03:07
Client_084,Costa Rica,Direct,Freelancer,2024-09-26 14:09:26
Client_085,United States,Paid,Freelancer,2024-06-27 07:52:50
Client_086,United States,Organic,Freelancer,2024-06-30 08:38:54
Client_087,Panama,Organic,Enterprise,2024-11-27 04:13:38
Client_088,Mexico,Direct,SMB,2024-04-06 11:48:20
Client_089,Costa Rica,Direct,Enterprise,2024-12-30 01:58:42
Client_090,Panama,Paid,SMB,2024-07-31 21:09:53
Client_091,Costa Rica,Direct,SMB,2024-11-27 20:05:29
Client_092,Costa Rica,Referral,Enterprise,2024-02-10 15:44:24
Client_093,Panama,Direct,SMB,2024-06-21 19:22:41
Client_094,Panama,Referral,SMB,2024-01-12 06:19:41
Client_095,Panama,Paid,Freelancer,2024-05-13 03:56:58
Client_096,Panama,Paid,SMB,2024-07-30 10:40:49
Client_097,Panama,Paid,Enterprise,2024-06-02 18:10:04
Client_098,Costa Rica,Paid,Enterprise,2024-04-24 20:14:22
Client_099,Panama,Paid,SMB,2024-01-24 20:42:54
Client_100,Mexico,Referral,Freelancer,2024-12-19 18:13:28
Client_101,United States,Referral,Freelancer,2024-02-02 07:05:58
Client_102,Panama,Paid,SMB,2024-08-26 20:42:58
Client_103,Panama,Direct,SMB,2024-11-24 04:48:08
Client_104,Costa Rica,Organic,Enterprise,2024-03-21 17:56:50
Client_105,Panama,Paid,SMB,2024-08-02 14:45:40
Client_106,Panama,Direct,Freelancer,2024-07-27 15:44:08
Client_107,Panama,Organic,SMB,2024-03-12 21:11:55
Client_108,Costa Rica,Paid,Enterprise,2024-11-14 03:40:45
Client_109,Panama,Paid,Enterprise,2024-12-28 16:14:42
Client_110,United States,Referral,Enterprise,2024-10-19 20:41:42
Client_111,Costa Rica,Organic,Enterprise,2024-08-19 17:11:43
Client_112,United States,Organic,Enterprise,2024-07-23 17:02:07
Client_113,Costa Rica,Direct,SMB,2024-02-12 22:59:44
Client_114,Panama,Referral,SMB,2024-03-21 00:21:23
Client_115,United States,Referral,SMB,2024-01-19 17:55:15
Client_116,Costa Rica,Referral,SMB,2024-08-12 03:52:06
Client_117,Mexico,Referral,Enterprise,2024-04-25 22:18:15
Client_118,Panama,Organic,Freelancer,2024-03-14 02:06:08
Client_119,Costa Rica,Organic,SMB,2024-10-29 09:20:36
Client_120,Mexico,Paid,Freelancer,2024-10-17 12:41:10
Client_121,Costa Rica,Paid,SMB,2024-04-12 00:53:15
Client_122,Mexico,Referral,SMB,2024-03-18 20:27:31
Client_123,Panama,Referral,Freelancer,2024-04-03 08:03:40
Client_124,United States,Referral,Enterprise,2024-11-29 11:21:23
Client_125,Mexico,Paid,SMB,2024-12-28 04:44:19
Client_126,Costa Rica,Direct,SMB,2024-06-28 03:41:47
Client_127,Panama,Direct,SMB,2024-07-31 01:23:49
Client_128,Mexico,Paid,Freelancer,2024-07-28 04:47:34
Client_129,Costa Rica,Paid,Enterprise,2024-10-03 18:15:13
Client_130,Costa Rica,Paid,Freelancer,2024-10-10 20:44:46
Client_131,Costa Rica,Paid,Freelancer,2024-05-30 16:16:36
Client_132,Mexico,Paid,Enterprise,2024-07-07 11:41:39
Client_133,Mexico,Paid,Freelancer,2024-11-12 04:53:18
Client_134,Mexico,Referral,Enterprise,2024-08-10 07:29:01
Client_135,United States,Referral,SMB,2024-10-07 06:45:19
Client_136,Mexico,Referral,Enterprise,2024-12-20 01:29:32
Client_137,Mexico,Referral,SMB,2024-05-12 21:53:38
Client_138,Mexico,Paid,Freelancer,2024-01-29 10:14:30
Client_139,United States,Direct,Freelancer,2024-04-12 18:10:34
Client_140,Mexico,Organic,SMB,2024-01-04 08:14:19
Client_141,Costa Rica,Paid,Freelancer,2024-09-09 03:32:37
Client_142,Mexico,Organic,Enterprise,2024-12-25 04:14:05
Client_143,Costa Rica,Direct,SMB,2024-09-06 03:43:02
Client_144,Costa Rica,Referral,Freelancer,2024-12-16 13:13:08
Client_145,Costa Rica,Direct,SMB,2024-07-31 01:50:52
Client_146,United States,Paid,Enterprise,2024-07-01 22:16:53
Client_147,United States,Referral,Enterprise,2024-05-23 09:40:20
Client_148,United States,Paid,Freelancer,2024-06-09 00:08:29
Client_149,Mexico,Referral,Enterprise,2024-11-13 18:51:34
Client_150,Costa Rica,Organic,SMB,2024-04-13 23:15:13
Client_151,United States,Organic,Enterprise,2024-02-19 06:35:41
Client_152,United States,Organic,SMB,2024-08-25 16:44:10
Client_153,Mexico,Direct,SMB,2024-08-12 14:20:04
Client_154,United States,Paid,Enterprise,2024-06-26 07:55:33
Client_155,Mexico,Direct,Freelancer,2024-03-04 09:24:53
Client_156,Panama,Organic,Enterprise,2024-04-09 10:56:14
Client_157,United States,Paid,SMB,2024-07-18 23:53:56
Client_158,Panama,Organic,SMB,2024-05-03 03:33:29
Client_159,Mexico,Direct,Enterprise,2024-03-04 23:50:46
Client_160,Costa Rica,Direct,Freelancer,2024-08-01 14:46:17
Client_161,United States,Direct,Freelancer,2024-04-19 02:33:27
Client_162,Mexico,Organic,SMB,2024-07-20 19:55:18
Client_163,Costa Rica,Paid,SMB,2024-03-28 12:35:16
Client_164,Costa Rica,Paid,Freelancer,2024-07-30 23:35:28
Client_165,Panama,Organic,Enterprise,2024-06-07 11:18:36
Client_166,Mexico,Paid,SMB,2024-08-02 03:58:12
Client_167,Costa Rica,Organic,SMB,2024-11-03 03:04:57
Client_168,United States,Paid,Freelancer,2024-12-05 08:16:49
Client_169,United States,Referral,Enterprise,2024-08-01 16:40:12
Client_170,Panama,Referral,Freelancer,2024-12-20 02:58:28
Client_171,Costa Rica,Direct,Enterprise,2024-06-25 03:53:24
Client_172,Mexico,Referral,Enterprise,2024-08-19 18:07:13
Client_173,United States,Referral,Enterprise,2024-04-15 05:17:24
Client_174,Costa Rica,Referral,SMB,2024-11-16 17:06:52
Client_175,Costa Rica,Organic,Freelancer,2024-06-26 12:01:35
Client_176,Panama,Referral,Freelancer,2024-06-21 22:39:31
Client_177,United States,Referral,Enterprise,2024-07-28 19:56:00
Client_178,United States,Direct,SMB,2024-01-18 22:55:30
Client_179,Mexico,Referral,SMB,2024-01-12 05:47:28
Client_180,United States,Referral,Freelancer,2024-02-23 21:50:51
Client_181,Mexico,Paid,SMB,2024-09-28 16:08:42
Client_182,United States,Direct,SMB,2024-03-03 06:05:50
Client_183,Panama,Direct,Enterprise,2024-12-21 05:54:28
Client_184,United States,Direct,SMB,2024-01-31 04:16:51
Client_185,Mexico,Direct,Enterprise,2024-01-20 14:23:59
Client_186,Mexico,Direct,Freelancer,2024-08-03 08:58:30
Client_187,Panama,Direct,SMB,2024-02-09 18:46:12
Client_188,United States,Organic,Freelancer,2024-07-11 04:29:13
Client_189,United States,Referral,Freelancer,2024-04-19 08:25:33
Client_190,Panama,Direct,SMB,2024-03-21 02:11:15
Client_191,United States,Referral,SMB,2024-09-19 17:42:57
Client_192,United States,Referral,Freelancer,2024-08-04 21:46:27
Client_193,Mexico,Organic,SMB,2024-03-05 03:35:11
Client_194,United States,Direct,Enterprise,2024-05-28 05:45:31
Client_195,United States,Paid,Enterprise,2024-06-11 17:01:05
Client_196,Panama,Organic,SMB,2024-12-27 07:12:39
Client_197,Panama,Paid,Freelancer,2024-10-25 04:24:02
Client_198,Costa Rica,Referral,SMB,2024-02-14 03:45:44
Client_199,Mexico,Referral,SMB,2024-08-21 22:51:08
Client_200,United States,Organic,Freelancer,2024-07-10 10:45:07
Client_201,United States,Organic,Freelancer,2024-01-10 10:57:32
Client_202,Costa Rica,Paid,Enterprise,2024-11-10 06:09:41
Client_203,United States,Direct,Freelancer,2024-03-28 22:09:45
Client_204,Mexico,Paid,Enterprise,2024-07-06 05:39:32
Client_205,Costa Rica,Organic,Freelancer,2024-06-02 23:05:13
Client_206,Mexico,Paid,SMB,2024-03-13 13:28:44
Client_207,Costa Rica,Organic,Enterprise,2024-01-17 12:41:20
Client_208,Costa Rica,Paid,Enterprise,2024-04-19 20:15:36
Client_209,Panama,Organic,Enterprise,2024-01-30 04:21:19
Client_210,Mexico,Organic,SMB,2024-10-08 00:45:04
Client_211,United States,Organic,SMB,2024-05-01 09:35:51
Client_212,United States,Direct,SMB,2024-05-24 12:03:20
Client_213,Mexico,Paid,SMB,2024-09-22 00:17:44
Client_214,United States,Paid,SMB,2024-02-01 13:13:36
Client_215,United States,Paid,Enterprise,2024-07-27 13:58:25
Client_216,Mexico,Organic,SMB,2024-01-06 03:02:19
Client_217,Costa Rica,Paid,Enterprise,2024-10-30 10:47:11
Client_218,Mexico,Paid,SMB,2024-08-20 04:16:28
Client_219,Costa Rica,Organic,Freelancer,2024-10-21 19:00:48
Client_220,United States,Referral,Enterprise,2024-09-02 06:34:49
Client_221,United States,Organic,Freelancer,2024-02-01 09:16:33
Client_222,United States,Paid,Enterprise,2024-12-22 17:43:21
Client_223,Panama,Organic,Freelancer,2024-06-01 00:51:11
Client_224,Costa Rica,Referral,SMB,2024-06-14 06:16:27
Client_225,Panama,Organic,SMB,2024-01-27 20:12:04
Client_226,Panama,Paid,SMB,2024-08-27 14:07:23
Client_227,Mexico,Referral,Enterprise,2024-08-06 04:15:06
Client_228,Panama,Direct,Freelancer,2024-06-11 06:49:26
Client_229,Mexico,Paid,SMB,2024-06-03 07:07:13
Client_230,Mexico,Referral,Freelancer,2024-06-24 19:05:43
Client_231,Panama,Referral,Freelancer,2024-08-11 08:03:06
Client_232,Costa Rica,Direct,SMB,2024-08-27 04:51:33
Client_233,Costa Rica,Organic,SMB,2024-07-10 17:47:51
Client_234,Costa Rica,Organic,Freelancer,2024-01-20 23:50:08
Client_235,Costa Rica,Paid,SMB,2024-08-14 14:35:58
Client_236,Costa Rica,Direct,SMB,2024-11-23 00:21:36
Client_237,Panama,Organic,SMB,2024-07-25 09:34:51
Client_238,Panama,Direct,Enterprise,2024-09-20 19:41:10
Client_239,United States,Organic,Freelancer,2024-05-18 08:16:23
Client_240,Costa Rica,Referral,Freelancer,2024-03-27 01:45:54
Client_241,Panama,Organic,Enterprise,2024-07-24 08:26:44
Client_242,United States,Direct,Freelancer,2024-06-01 01:15:11
Client_243,Costa Rica,Referral,SMB,2024-07-12 21:12:11
Client_244,Mexico,Referral,Freelancer,2024-08-07 04:38:24
Client_245,United States,Referral,SMB,2024-10-13 23:33:42
Client_246,Panama,Direct,Enterprise,2024-01-27 20:34:44
Client_247,Mexico,Paid,SMB,2024-02-17 12:20:23
Client_248,Mexico,Paid,Freelancer,2024-05-09 18:19:56
Client_249,Mexico,Paid,Freelancer,2024-12-02 15:07:51
Client_250,United States,Direct,Freelancer,2024-11-27 10:03:36
Client_251,Panama,Referral,Enterprise,2024-07-18 19:45:26
Client_252,Mexico,Paid,Enterprise,2024-09-24 17:36:42
Client_253,Costa Rica,Direct,Freelancer,2024-05-18 11:16:16
Client_254,Mexico,Paid,SMB,2024-03-29 01:52:44
Client_255,Mexico,Organic,Enterprise,2024-09-18 06:07:46
Client_256,United States,Paid,Freelancer,2024-02-16 22:30:47
Client_257,United States,Paid,Freelancer,2024-07-08 03:34:58
Client_258,Panama,Referral,Enterprise,2024-08-01 13:18:15
Client_259,Costa Rica,Direct,Enterprise,2024-08-02 18:59:28
Client_260,United States,Referral,Enterprise,2024-06-16 20:11:48
Client_261,Mexico,Referral,SMB,2024-02-08 02:48:51
Client_262,Panama,Referral,SMB,2024-06-04 18:14:44
Client_263,Mexico,Referral,Freelancer,2024-08-25 18:01:11
Client_264,Mexico,Referral,Enterprise,2024-03-24 22:56:57
Client_265,United States,Paid,SMB,2024-02-20 04:18:38
Client_266,Panama,Referral,Enterprise,2024-12-24 13:55:47
Client_267,Costa Rica,Referral,Freelancer,2024-10-22 22:28:26
Client_268,Costa Rica,Direct,SMB,2024-04-09 10:02:27
Client_269,United States,Organic,SMB,2024-03-01 10:46:38
Client_270,United States,Paid,SMB,2024-08-27 08:58:58
Client_271,Panama,Paid,Freelancer,2024-09-11 13:07:18
Client_272,Costa Rica,Paid,Enterprise,2024-05-08 21:11:14
Client_273,Costa Rica,Referral,SMB,2024-09-30 19:23:07
Client_274,Costa Rica,Referral,Freelancer,2024-06-11 23:50:10
Client_275,Mexico,Referral,Enterprise,2024-04-21 01:39:54
Client_276,Costa Rica,Direct,Freelancer,2024-10-19 08:13:45
Client_277,Mexico,Organic,Enterprise,2024-08-18 22:28:20
Client_278,Panama,Referral,Freelancer,2024-05-16 06:11:16
Client_279,Mexico,Organic,Enterprise,2024-07-20 11:05:01
Client_280,Panama,Direct,SMB,2024-04-29 18:35:33
Client_281,Costa Rica,Paid,Enterprise,2024-11-22 02:35:11
Client_282,Costa Rica,Referral,Freelancer,2024-11-04 20:11:51
Client_283,Panama,Organic,Freelancer,2024-12-25 14:25:03
Client_284,United States,Organic,Enterprise,2024-04-30 09:25:29
Client_285,Panama,Referral,SMB,2024-09-21 10:57:41
Client_286,United States,Paid,SMB,2024-08-11 07:57:34
Client_287,Mexico,Paid,Enterprise,2024-07-20 03:51:59
Client_288,Mexico,Paid,Enterprise,2024-12-06 06:30:07
Client_289,Mexico,Direct,Freelancer,2024-12-10 02:54:19
Client_290,Costa Rica,Organic,SMB,2024-01-24 00:46:08
Client_291,Mexico,Organic,Enterprise,2024-11-13 06:21:18
Client_292,United States,Organic,SMB,2024-03-02 09:19:03
Client_293,Mexico,Direct,Enterprise,2024-06-27 20:45:51
Client_294,Panama,Organic,Enterprise,2024-03-04 14:59:51
Client_295,Panama,Direct,SMB,2024-12-25 22:40:08
Client_296,Costa Rica,Paid,Enterprise,2024-12-10 23:18:25
Client_297,Panama,Referral,Enterprise,2024-06-12 10:37:02
Client_298,United States,Organic,Freelancer,2024-05-07 08:54:09
Client_299,Mexico,Organic,Enterprise,2024-05-10 00:03:14
Client_300,Costa Rica,Paid,Enterprise,2024-07-27 17:30:24
Client_301,Mexico,Referral,Enterprise,2024-09-26 02:32:03
Client_302,Mexico,Direct,Freelancer,2024-10-07 06:21:49
Client_303,United States,Referral,SMB,2024-05-24 04:46:59
Client_304,Panama,Paid,Freelancer,2024-02-29 11:13:17
Client_305,Panama,Paid,Freelancer,2024-12-01 18:11:52
Client_306,Mexico,Referral,SMB,2024-06-12 00:17:44
Client_307,Costa Rica,Direct,Freelancer,2024-11-29 03:13:28
Client_308,Panama,Direct,SMB,2024-12-07 05:49:45
Client_309,Costa Rica,Organic,Freelancer,2024-03-25 03:35:18
Client_310,Panama,Direct,SMB,2024-05-23 14:22:53
Client_311,Costa Rica,Referral,Enterprise,2024-09-14 23:25:50
Client_312,United States,Paid,Freelancer,2024-04-04 14:22:01
Client_313,Costa Rica,Organic,Freelancer,2024-04-01 10:14:44
Client_314,United States,Organic,Freelancer,2024-01-12 14:39:31
Client_315,United States,Paid,Freelancer,2024-07-05 21:18:03
Client_316,Costa Rica,Direct,Enterprise,2024-10-04 16:29:14
Client_317,United States,Paid,Freelancer,2024-06-18 09:41:59
Client_318,Mexico,Direct,Enterprise,2024-08-15 18:05:53
Client_319,United States,Paid,Enterprise,2024-01-16 20:41:25
Client_320,Panama,Referral,Enterprise,2024-03-22 13:11:40
Client_321,Costa Rica,Direct,Enterprise,2024-08-01 15:18:12
Client_322,Mexico,Referral,SMB,2024-11-05 22:15:59
Client_323,Costa Rica,Organic,SMB,2024-10-19 13:53:34
Client_324,Panama,Paid,Freelancer,2024-09-12 16:00:15
Client_325,Panama,Organic,SMB,2024-12-18 01:30:07
Client_326,Panama,Organic,SMB,2024-12-20 04:07:59
Client_327,United States,Organic,Freelancer,2024-01-12 08:44:43
Client_328,United States,Organic,Freelancer,2024-01-20 07:25:21
Client_329,Costa Rica,Paid,Freelancer,2024-06-02 21:22:18
Client_330,Costa Rica,Organic,SMB,2024-08-20 07:15:21
Client_331,Mexico,Paid,SMB,2024-04-25 19:48:30
Client_332,Mexico,Paid,Freelancer,2024-03-12 05:35:12
Client_333,Costa Rica,Referral,Enterprise,2024-11-04 15:11:35
Client_334,United States,Direct,Freelancer,2024-08-25 16:38:41
Client_335,Panama,Direct,Enterprise,2024-10-18 13:57:10
Client_336,Costa Rica,Paid,Enterprise,2024-03-03 17:15:52
Client_337,Mexico,Referral,Freelancer,2024-09-04 12:48:24
Client_338,United States,Paid,Freelancer,2024-02-19 08:33:43
Client_339,Costa Rica,Paid,Freelancer,2024-04-28 18:38:50
Client_340,Costa Rica,Paid,SMB,2024-06-08 21:57:33
Client_341,United States,Referral,Enterprise,2024-04-04 16:44:43
Client_342,Costa Rica,Direct,SMB,2024-10-17 07:44:57
Client_343,United States,Referral,SMB,2024-06-26 04:43:04
Client_344,Panama,Organic,Freelancer,2024-10-04 04:14:13
Client_345,United States,Referral,SMB,2024-01-18 14:06:43
Client_346,United States,Referral,Freelancer,2024-11-10 01:19:25
Client_347,United States,Referral,Enterprise,2024-11-16 06:14:43
Client_348,Costa Rica,Referral,Freelancer,2024-08-02 10:39:16
Client_349,Costa Rica,Direct,SMB,2024-07-23 04:10:19
Client_350,United States,Organic,SMB,2024-04-17 06:35:11
Client_351,Costa Rica,Direct,Freelancer,2024-07-10 21:33:38
Client_352,Mexico,Direct,Freelancer,2024-07-23 10:17:17
Client_353,Mexico,Referral,SMB,2024-08-31 16:46:40
Client_354,Costa Rica,Paid,Enterprise,2024-09-14 18:54:47
Client_355,Costa Rica,Paid,Enterprise,2024-01-12 07:53:56
Client_356,United States,Direct,Freelancer,2024-08-19 11:45:38
Client_357,Panama,Direct,Enterprise,2024-06-20 08:21:51
Client_358,Costa Rica,Referral,SMB,2024-08-07 20:13:17
Client_359,Mexico,Direct,Freelancer,2024-04-09 04:07:18
Client_360,United States,Referral,SMB,2024-07-31 04:42:14
Client_361,Costa Rica,Paid,SMB,2024-05-17 09:59:12
Client_362,Mexico,Paid,Enterprise,2024-01-31 18:38:03
Client_363,Mexico,Organic,Freelancer,2024-08-29 19:00:56
Client_364,Panama,Paid,Freelancer,2024-09-03 06:26:54
Client_365,United States,Direct,Enterprise,2024-04-21 09:38:25
Client_366,United States,Paid,SMB,2024-06-10 23:15:32
Client_367,Panama,Referral,SMB,2024-09-07 15:15:24
Client_368,Panama,Paid,SMB,2024-04-24 23:57:49
Client_369,United States,Organic,SMB,2024-04-01 04:58:37
Client_370,United States,Paid,Freelancer,2024-10-28 07:06:47
Client_371,Costa Rica,Referral,Freelancer,2024-10-25 11:31:57
Client_372,Costa Rica,Referral,Enterprise,2024-04-05 20:24:07
Client_373,Panama,Direct,Enterprise,2024-06-04 09:07:57
Client_374,Costa Rica,Paid,Freelancer,2024-05-29 15:00:22
Client_375,Mexico,Referral,Freelancer,2024-02-15 02:12:38
Client_376,Costa Rica,Organic,SMB,2024-12-13 03:17:51
Client_377,Costa Rica,Direct,SMB,2024-10-03 01:54:18
Client_378,Mexico,Organic,Enterprise,2024-10-23 11:49:41
Client_379,Panama,Paid,Freelancer,2024-06-07 10:38:13
Client_380,Mexico,Paid,Enterprise,2024-01-15 15:38:18
Client_381,Costa Rica,Paid,Freelancer,2024-07-03 05:47:04
Client_382,Panama,Direct,SMB,2024-01-25 13:02:19
Client_383,Costa Rica,Referral,Enterprise,2024-07-23 08:53:48
Client_384,Mexico,Direct,Enterprise,2024-03-09 19:59:08
Client_385,Mexico,Organic,Freelancer,2024-02-07 09:33:05
Client_386,Costa Rica,Direct,SMB,2024-11-13 05:05:05
Client_387,United States,Organic,Enterprise,2024-11-30 11:44:28
Client_388,United States,Direct,SMB,2024-10-05 21:36:20
Client_389,Mexico,Referral,Enterprise,2024-12-25 09:37:18
Client_390,Mexico,Organic,SMB,2024-10-21 22:48:19
Client_391,United States,Paid,Freelancer,2024-09-19 17:38:34
Client_392,United States,Paid,Enterprise,2024-07-27 09:32:33
Client_393,Costa Rica,Direct,Enterprise,2024-05-07 22:44:46
Client_394,Costa Rica,Paid,SMB,2024-07-18 19:00:30
Client_395,United States,Organic,SMB,2024-10-17 22:32:18
Client_396,Costa Rica,Paid,Enterprise,2024-04-21 06:45:42
Client_397,Costa Rica,Referral,Freelancer,2024-08-24 21:29:59
Client_398,Panama,Referral,SMB,2024-11-16 10:32:11
Client_399,Costa Rica,Direct,SMB,2024-11-06 03:28:12
Client_400,Mexico,Organic,SMB,2024-12-22 05:54:29
Client_401,Costa Rica,Referral,Enterprise,2024-06-06 19:34:02
Client_402,Costa Rica,Referral,Enterprise,2024-01-19 12:25:08
Client_403,United States,Organic,Enterprise,2024-08-07 05:33:48
Client_404,Mexico,Paid,Enterprise,2024-03-02 10:56:32
Client_405,Costa Rica,Paid,Freelancer,2024-01-28 05:50:47
Client_406,Costa Rica,Direct,Freelancer,2024-05-07 12:45:54
Client_407,Panama,Paid,Enterprise,2024-02-03 11:27:58
Client_408,Costa Rica,Organic,Freelancer,2024-08-05 03:28:53
Client_409,Costa Rica,Referral,SMB,2024-05-05 08:51:30
Client_410,Panama,Paid,SMB,2024-06-04 16:28:06
Client_411,United States,Direct,SMB,2024-03-09 20:44:12
Client_412,Costa Rica,Paid,Enterprise,2024-01-01 08:15:25
Client_413,Panama,Organic,SMB,2024-10-31 23:49:58
Client_414,Mexico,Direct,Freelancer,2024-12-07 00:38:03
Client_415,United States,Paid,Enterprise,2024-06-21 22:25:50
Client_416,Mexico,Direct,Freelancer,2024-04-16 07:15:36
Client_417,Mexico,Organic,SMB,2024-06-13 11:50:23
Client_418,Panama,Referral,SMB,2024-07-23 11:00:52
Client_419,Costa Rica,Organic,SMB,2024-07-08 23:23:26
Client_420,Panama,Organic,Enterprise,2024-08-16 13:49:59
Client_421,Panama,Organic,Freelancer,2024-01-31 19:39:21
Client_422,Panama,Organic,Enterprise,2024-06-15 18:28:09
Client_423,Panama,Referral,Enterprise,2024-03-16 12:22:39
Client_424,United States,Referral,SMB,2024-12-17 04:32:07
Client_425,Costa Rica,Direct,Enterprise,2024-08-11 06:24:00
Client_426,Mexico,Paid,Enterprise,2024-12-30 17:27:07
Client_427,Mexico,Referral,SMB,2024-11-16 16:04:18
Client_428,Costa Rica,Referral,Enterprise,2024-08-09 22:28:19
Client_429,Mexico,Paid,SMB,2024-09-26 19:58:31
Client_430,Costa Rica,Referral,SMB,2024-11-16 19:45:38
Client_431,Mexico,Organic,SMB,2024-05-31 22:55:27
Client_432,Panama,Organic,SMB,2024-08-27 10:17:35
Client_433,Mexico,Paid,Enterprise,2024-06-07 20:56:09
